1500422810.314001,1,1.0
1500424621.830188,2,2.0
1500426427.813646,3,2.0
1500428229.500443,4,2.0
1500430047.38282,5,7.0
1500431843.839628,6,6.0
1500433656.108355,7,12.0
1500435475.890031,8,18.0
1500437328.859261,9,46.0
1500439155.865173,10,64.0
1500440988.259259,11,83.0
1500442819.913702,12,200.0
1500444644.992583,13,168.0
1500446432.62066,14,187.0
1500448304.754137,15,315.0
1500450133.030911,16,397.0
1500451975.054517,17,408.0
1500453764.935408,18,382.0
1500455735.549321,19,422.0
1500457476.393645,20,401.0
1500459315.894191,21,408.0
1500461223.486624,22,384.0
1500462961.372147,23,392.0
1500464757.093309,24,334.0
1500466648.72125,25,406.0
1500468502.135924,26,411.0
1500470372.748437,27,419.0
1500472248.7342,28,417.0
1500474128.693159,29,415.0
1500476038.453033,30,423.0
1500477854.633057,31,423.0
1500479661.345276,32,424.0
1500481517.754286,33,425.0
1500483289.030445,34,417.0
1500485102.275276,35,421.0
1500487016.476834,36,429.0
1500488760.353105,37,403.0
1500490617.572628,38,404.0
1500492502.813845,39,418.0
1500494230.401468,40,407.0
1500496281.467032,41,438.0
1500498033.611922,42,415.0
1500499776.344668,43,381.0
1500501630.089683,44,393.0
1500503418.759084,45,417.0
1500505304.776415,46,396.0
1500507050.740057,47,405.0
1500508987.949124,48,411.0
1500510738.945941,49,417.0
1500512707.16105,50,423.0
1500514397.649058,51,398.0
1500516221.333001,52,398.0
1500518108.531988,53,419.0
1500520006.789761,54,440.0
1500521722.135319,55,392.0
1500523603.60833,56,420.0
1500525447.981605,57,420.0
1500527191.39447,58,392.0
1500529121.208862,59,424.0
1500530916.897547,60,426.0
1500532706.476262,61,418.0
1500534609.409681,62,419.0
1500536505.619015,63,416.0
1500538318.356163,64,426.0
1500540121.044015,65,426.0
1500542025.244123,66,439.0
1500543778.002046,67,424.0
1500545634.484897,68,431.0
1500547306.387569,69,306.0
1500549183.689893,70,370.0
1500551186.135099,71,431.0
1500552855.863168,72,397.0
1500554667.576749,73,404.0
1500556500.595072,74,402.0
1500558372.43898,75,414.0
1500560294.499309,76,422.0
1500562107.34555,77,414.0
1500563978.36827,78,423.0
1500565773.881782,79,404.0
1500567673.807595,80,416.0
